0.000000E+0	5.837190E-5	5.776368E-7
1.000000E+0	5.887436E-5	6.005266E-7
2.000000E+0	5.819826E-5	5.873096E-7
3.000000E+0	5.819398E-5	6.142547E-7
4.000000E+0	5.951482E-5	8.706894E-7
5.000000E+0	5.929215E-5	9.091293E-7
6.000000E+0	5.865652E-5	9.239107E-7
7.000000E+0	5.893877E-5	7.116543E-7
8.000000E+0	5.917283E-5	9.895789E-7
9.000000E+0	5.947688E-5	4.917727E-7
1.000000E+1	5.959537E-5	8.905453E-7
1.100000E+1	5.928873E-5	9.310549E-7
1.200000E+1	5.959705E-5	1.105082E-6
1.300000E+1	5.983318E-5	1.043798E-6
1.400000E+1	5.906715E-5	1.057826E-6
1.500000E+1	6.106914E-5	9.062707E-7
1.600000E+1	6.001237E-5	1.047182E-6
1.700000E+1	6.002558E-5	8.006882E-7
1.800000E+1	5.978327E-5	9.698645E-7
1.900000E+1	6.048130E-5	1.702323E-6
2.000000E+1	6.072099E-5	8.943449E-7
2.100000E+1	6.177553E-5	5.298253E-7
2.200000E+1	5.977764E-5	7.600842E-7
2.300000E+1	5.966072E-5	1.463490E-6
2.400000E+1	6.022502E-5	8.657355E-7
2.500000E+1	6.137237E-5	4.939811E-7
2.600000E+1	6.082467E-5	7.245257E-7
2.700000E+1	6.253699E-5	8.201574E-7
2.800000E+1	6.075596E-5	7.611377E-7
2.900000E+1	6.210152E-5	1.055612E-6
3.000000E+1	6.150182E-5	1.015233E-6
3.100000E+1	6.091173E-5	1.112827E-6
3.200000E+1	6.162928E-5	1.292882E-6
3.300000E+1	6.268827E-5	9.831349E-7
3.400000E+1	6.223267E-5	6.628273E-7
3.500000E+1	6.164125E-5	1.154223E-6
3.600000E+1	6.187366E-5	8.041263E-7
3.700000E+1	6.252925E-5	1.126357E-6
3.800000E+1	6.383558E-5	1.101837E-6
3.900000E+1	6.074698E-5	5.996358E-7
4.000000E+1	6.336007E-5	1.071328E-6
4.100000E+1	6.232762E-5	1.222228E-6
4.200000E+1	6.375398E-5	5.157006E-7
4.300000E+1	6.225245E-5	1.081671E-6
4.400000E+1	6.388479E-5	1.154004E-6
4.500000E+1	6.341912E-5	1.047191E-6
4.600000E+1	6.297888E-5	1.214085E-6
4.700000E+1	6.294642E-5	8.654254E-7
4.800000E+1	6.282652E-5	6.593099E-7
4.900000E+1	6.397171E-5	1.188992E-6
5.000000E+1	6.371608E-5	7.258375E-7
5.100000E+1	6.314245E-5	9.357223E-7
5.200000E+1	6.340218E-5	7.526860E-7
5.300000E+1	6.314952E-5	1.213524E-6
5.400000E+1	6.379126E-5	9.664375E-7
5.500000E+1	6.439496E-5	9.312047E-7
5.600000E+1	6.265055E-5	7.640723E-7
5.700000E+1	6.388413E-5	7.986070E-7
5.800000E+1	6.484931E-5	5.049636E-7
5.900000E+1	6.421277E-5	1.144723E-6
6.000000E+1	6.494726E-5	5.311111E-7
6.100000E+1	6.419685E-5	1.290770E-6
6.200000E+1	6.483349E-5	1.041110E-6
6.300000E+1	6.486520E-5	1.104845E-6
6.400000E+1	6.345705E-5	9.179405E-7
6.500000E+1	6.603613E-5	1.092214E-6
6.600000E+1	6.600478E-5	1.242423E-6
6.700000E+1	6.431345E-5	8.036100E-7
6.800000E+1	6.447223E-5	1.088461E-6
6.900000E+1	6.715659E-5	1.111973E-6
7.000000E+1	6.443899E-5	1.140541E-6
7.100000E+1	6.673835E-5	9.478965E-7
7.200000E+1	6.677379E-5	8.137932E-7
7.300000E+1	6.600927E-5	1.224459E-6
7.400000E+1	6.471360E-5	1.099841E-6
7.500000E+1	6.680919E-5	1.237105E-6
7.600000E+1	6.575303E-5	8.533612E-7
7.700000E+1	6.629524E-5	8.326181E-7
7.800000E+1	6.535928E-5	8.885801E-7
7.900000E+1	6.615876E-5	1.354252E-6
8.000000E+1	6.541968E-5	1.132513E-6
